person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
41,56269,RENT,,HOMEIMPROVEMENT,A,32988,9.61,0.04,N,12,0
22,95674,RENT,4.5,MEDICAL,B,31960,21.74,0.39,N,5,0
31,57462,OTHER,3.2,EDUCATION,A,9320,6.62,0.48,N,10,0
47,18127,OTHER,1.6,EDUCATION,B,19257,21.97,0.52,N,6,0
49,38147,RENT,0.7,PERSONAL,E,23646,20.22,0.61,Y,14,0
45,60528,OTHER,2.5,HOMEIMPROVEMENT,B,8558,5.77,0.16,N,21,0
40,92095,OTHER,0.4,PERSONAL,B,23352,10.71,0.22,N,5,0
47,83931,OWN,1.6,HOMEIMPROVEMENT,E,14618,6.31,0.2,N,8,0
45,105925,OTHER,1.9,HOMEIMPROVEMENT,C,7159,23.12,0.12,Y,3,0
52,81381,MORTGAGE,2.5,DEBTCONSOLIDATION,C,5341,13.02,0.2,N,21,0
40,114468,OWN,2.5,DEBTCONSOLIDATION,E,18835,17.19,0.51,N,20,0
54,78749,MORTGAGE,1.2,DEBTCONSOLIDATION,B,20805,9.57,0.3,N,8,0
53,53672,OTHER,7.6,VENTURE,C,3924,22.02,0.64,Y,21,0
60,28731,RENT,1.8,PERSONAL,A,15038,10.28,0.45,N,25,1
37,69512,OWN,1.0,MEDICAL,A,4269,10.03,0.18,N,22,0
30,113658,RENT,0.8,HOMEIMPROVEMENT,B,32086,11.0,0.39,N,26,0
42,66024,OWN,1.6,HOMEIMPROVEMENT,B,26947,13.63,0.49,N,10,0
41,116121,RENT,0.3,EDUCATION,F,20515,5.73,0.72,N,20,0
36,18832,OWN,0.1,VENTURE,F,2843,16.04,0.69,N,26,0
24,47332,OWN,3.7,MEDICAL,E,3886,5.96,0.35,N,21,0
63,27467,MORTGAGE,3.9,DEBTCONSOLIDATION,B,1183,15.0,0.54,Y,26,1
30,56025,RENT,3.0,HOMEIMPROVEMENT,F,25951,13.55,0.25,Y,29,1
49,28107,MORTGAGE,,EDUCATION,C,1554,9.72,0.53,N,3,0
34,92994,MORTGAGE,0.2,PERSONAL,B,24095,11.27,0.76,Y,22,0
46,109202,RENT,11.0,HOMEIMPROVEMENT,D,20898,17.96,0.52,N,17,1
54,58481,OWN,0.4,EDUCATION,A,24185,5.57,0.25,Y,7,0
52,17581,MORTGAGE,4.5,PERSONAL,A,848,,0.53,N,20,0
39,90118,RENT,0.6,VENTURE,D,29390,17.51,0.75,N,19,0
35,66638,OWN,8.5,DEBTCONSOLIDATION,C,16862,8.11,0.11,N,18,0
53,23418,MORTGAGE,2.9,PERSONAL,B,34290,15.37,0.4,N,12,1
21,108627,MORTGAGE,0.3,HOMEIMPROVEMENT,C,25525,8.41,0.27,N,24,0
54,44113,MORTGAGE,3.8,MEDICAL,E,1003,8.15,0.2,N,5,0
59,99363,OWN,0.0,PERSONAL,C,14076,19.15,0.33,N,25,0
47,78044,MORTGAGE,6.0,MEDICAL,B,33790,10.14,0.33,Y,9,1
58,94955,OWN,4.2,MEDICAL,A,12384,12.09,0.17,Y,25,0
25,76030,OTHER,1.0,PERSONAL,B,25705,18.39,0.34,Y,19,1
28,26814,MORTGAGE,1.9,VENTURE,F,33285,8.6,0.53,N,14,1
39,114340,OTHER,0.0,PERSONAL,B,1768,14.86,0.02,N,22,0
20,25024,RENT,4.7,EDUCATION,B,1676,,0.82,Y,9,0
27,78288,MORTGAGE,1.6,DEBTCONSOLIDATION,B,18516,15.26,0.25,N,11,0
42,72836,RENT,3.4,MEDICAL,E,13245,6.27,0.52,Y,19,1
22,22435,RENT,12.6,DEBTCONSOLIDATION,C,12461,15.9,0.24,N,19,1
23,82084,RENT,1.4,HOMEIMPROVEMENT,C,7268,7.0,0.33,N,18,0
44,85601,OTHER,18.5,MEDICAL,B,19472,10.42,0.46,N,17,0
57,103416,OWN,4.0,HOMEIMPROVEMENT,A,33589,20.52,0.51,N,7,0
34,18407,OTHER,,EDUCATION,F,8126,5.6,0.64,N,15,1
40,113943,OTHER,2.3,EDUCATION,F,28903,6.77,0.66,N,6,0
54,47940,RENT,5.4,DEBTCONSOLIDATION,F,29532,11.87,0.43,Y,16,0
33,20666,MORTGAGE,2.4,EDUCATION,F,30726,23.19,0.06,N,14,0
55,52122,OWN,0.3,PERSONAL,D,29283,10.6,0.46,N,17,0
31,40092,RENT,0.7,MEDICAL,C,8903,8.2,0.4,N,17,0
36,90645,OWN,6.3,HOMEIMPROVEMENT,D,30119,15.18,0.18,N,18,0
58,116190,OTHER,4.2,DEBTCONSOLIDATION,C,3119,14.64,0.01,N,28,0
28,115468,OWN,3.4,DEBTCONSOLIDATION,A,1847,13.4,0.26,N,25,0
54,41505,OWN,0.7,EDUCATION,B,3664,22.25,0.22,N,25,0
32,51713,MORTGAGE,7.3,EDUCATION,F,14059,10.39,0.4,Y,6,0
34,69387,RENT,13.0,HOMEIMPROVEMENT,B,28288,10.62,0.63,Y,12,0
37,58169,OWN,0.2,MEDICAL,E,34178,7.9,0.36,N,16,0
52,88282,OWN,0.3,MEDICAL,A,7666,17.81,0.79,N,4,0
25,92511,OTHER,8.6,DEBTCONSOLIDATION,B,903,11.12,0.18,Y,9,1
46,66742,OTHER,6.8,HOMEIMPROVEMENT,B,10533,19.69,0.18,N,4,0
42,55522,OWN,3.8,DEBTCONSOLIDATION,A,27724,22.7,0.5,N,5,0
46,96132,RENT,,VENTURE,A,18574,6.18,0.74,N,28,0
53,118489,OWN,4.2,MEDICAL,A,3985,23.08,0.56,N,15,0
57,114397,OWN,1.0,HOMEIMPROVEMENT,D,9948,9.92,0.56,N,24,1
33,18880,MORTGAGE,,HOMEIMPROVEMENT,A,21172,12.88,0.67,N,24,0
55,58454,RENT,4.2,DEBTCONSOLIDATION,B,13910,19.24,0.56,N,21,0
27,70711,MORTGAGE,17.0,EDUCATION,A,14762,17.24,0.63,Y,26,1
54,58539,RENT,1.0,HOMEIMPROVEMENT,C,28260,19.26,0.72,N,7,0
38,83321,RENT,3.6,DEBTCONSOLIDATION,C,10334,13.7,0.01,N,25,0
49,102985,RENT,6.1,PERSONAL,C,32779,21.71,0.74,N,24,0
33,29799,MORTGAGE,1.7,EDUCATION,B,28428,19.46,0.18,N,5,0
39,119843,MORTGAGE,1.9,EDUCATION,A,21329,10.9,0.76,N,13,0
44,75102,MORTGAGE,8.8,MEDICAL,D,23343,22.28,0.22,N,3,0
59,65726,OTHER,2.1,VENTURE,D,20455,22.51,0.38,N,28,0
43,63784,MORTGAGE,3.9,MEDICAL,A,34828,12.79,0.78,N,19,0
33,58333,OTHER,8.8,PERSONAL,B,32132,17.0,0.09,Y,15,0
45,55828,OTHER,0.9,DEBTCONSOLIDATION,A,7654,19.9,0.62,N,9,0
57,84526,OTHER,16.0,EDUCATION,A,28670,19.95,0.33,N,9,0
42,69362,OWN,4.8,EDUCATION,D,31663,5.65,0.02,Y,13,0
41,68997,OWN,2.7,HOMEIMPROVEMENT,C,12585,16.6,0.78,N,2,0
38,65341,OWN,2.3,VENTURE,A,27744,22.73,0.1,N,2,0
22,34073,OTHER,12.3,VENTURE,B,5827,9.52,0.64,N,5,0
61,117399,OTHER,0.9,HOMEIMPROVEMENT,F,17639,19.56,0.32,N,18,0
38,29549,RENT,1.5,PERSONAL,D,26375,14.91,0.67,N,11,0
28,98795,OTHER,1.5,VENTURE,E,33764,9.34,0.62,N,2,0
47,71920,OWN,1.4,EDUCATION,B,13560,6.31,0.53,N,27,0
39,100326,OTHER,2.5,PERSONAL,C,16156,18.93,0.78,N,12,1
64,90515,OTHER,18.1,MEDICAL,B,19305,11.03,0.08,N,22,0
26,35316,RENT,8.8,MEDICAL,A,34866,12.09,0.66,N,18,0
33,41183,OTHER,1.6,PERSONAL,B,29355,14.04,0.56,N,11,0
28,108860,MORTGAGE,2.2,EDUCATION,C,4627,14.43,0.26,Y,29,1
38,39624,RENT,4.4,MEDICAL,B,4090,9.07,0.45,N,7,0
33,77515,OTHER,0.1,DEBTCONSOLIDATION,D,13473,17.34,0.54,Y,5,1
57,118712,OTHER,6.9,EDUCATION,A,17345,17.73,0.61,N,27,0
55,100781,RENT,8.5,HOMEIMPROVEMENT,B,27781,7.93,0.16,N,14,0
59,61705,OTHER,7.8,VENTURE,A,17049,14.89,0.08,N,28,0
36,104326,OWN,1.9,PERSONAL,B,28123,16.24,0.08,Y,12,0
49,41756,MORTGAGE,2.5,VENTURE,A,34996,8.72,0.24,N,6,0
28,75390,MORTGAGE,0.0,HOMEIMPROVEMENT,B,24580,21.32,0.13,N,15,0
52,83369,OWN,2.0,MEDICAL,B,5197,13.99,0.44,N,26,0
44,85821,OTHER,2.5,DEBTCONSOLIDATION,B,16230,7.45,0.36,N,3,0
33,24589,OTHER,9.5,EDUCATION,C,28745,11.35,0.74,N,4,1
30,29116,MORTGAGE,9.0,EDUCATION,B,31813,13.89,0.6,N,4,0
54,88181,OTHER,13.5,HOMEIMPROVEMENT,C,19057,5.58,0.17,Y,12,0
60,59786,MORTGAGE,8.7,PERSONAL,C,537,5.97,0.04,N,10,0
33,109686,MORTGAGE,0.0,VENTURE,B,30408,6.39,0.59,N,20,0
49,91425,OWN,4.1,DEBTCONSOLIDATION,D,2521,14.98,0.7,N,11,0
60,45286,MORTGAGE,0.3,MEDICAL,C,9339,11.38,0.58,N,22,0
23,118081,OTHER,1.3,PERSONAL,B,31505,21.3,0.53,N,7,0
23,30994,OTHER,3.5,DEBTCONSOLIDATION,F,3802,15.35,0.21,Y,23,0
47,116039,RENT,4.8,DEBTCONSOLIDATION,D,9011,18.93,0.41,N,7,0
27,105198,OTHER,4.3,HOMEIMPROVEMENT,G,21491,17.63,0.6,Y,2,0
21,119672,RENT,0.2,HOMEIMPROVEMENT,C,10414,14.66,0.16,N,23,0
60,41639,MORTGAGE,0.4,EDUCATION,B,10448,18.66,0.4,N,2,0
41,32205,OTHER,0.6,MEDICAL,B,28854,15.1,0.1,Y,23,0
60,71677,OWN,0.4,PERSONAL,C,6373,12.26,0.44,N,27,0
35,47930,OWN,0.8,EDUCATION,G,31961,13.16,0.48,N,23,0
48,88313,OWN,4.7,MEDICAL,C,7998,20.33,0.44,N,20,0
49,108851,MORTGAGE,7.1,VENTURE,E,24056,15.43,0.39,N,4,1
31,107509,MORTGAGE,2.1,VENTURE,B,33106,12.12,0.49,N,7,0
54,33316,RENT,4.7,EDUCATION,B,27591,8.6,0.83,Y,3,0
30,42304,OWN,0.9,PERSONAL,E,6135,14.22,0.52,Y,16,0
40,116839,RENT,14.5,MEDICAL,D,34032,9.89,0.62,N,13,0
40,111058,RENT,1.7,VENTURE,G,23190,22.41,0.16,N,22,0
24,102876,OTHER,,VENTURE,D,17536,,0.44,N,11,1
39,100366,OTHER,11.6,PERSONAL,B,10821,5.56,0.01,N,20,0
56,28403,OWN,8.0,EDUCATION,C,29652,7.05,0.03,N,22,0
22,95052,MORTGAGE,0.3,HOMEIMPROVEMENT,E,20848,10.46,0.27,N,14,1
63,99627,OTHER,4.2,DEBTCONSOLIDATION,C,21495,7.04,0.39,N,4,0
52,88495,MORTGAGE,0.5,MEDICAL,B,25262,21.31,0.48,N,19,0
28,46932,RENT,0.0,VENTURE,B,645,20.61,0.74,Y,21,1
28,111090,RENT,0.2,DEBTCONSOLIDATION,C,5601,22.68,0.64,N,6,0
23,51701,RENT,9.9,DEBTCONSOLIDATION,A,4747,17.98,0.25,N,23,0
54,18385,RENT,9.6,HOMEIMPROVEMENT,D,10078,16.89,0.62,N,14,1
36,114226,OWN,1.0,DEBTCONSOLIDATION,A,4688,21.84,0.46,N,15,0
53,72241,RENT,3.2,PERSONAL,B,32274,22.25,0.65,N,16,0
43,25367,OTHER,12.4,EDUCATION,D,3196,21.02,0.34,N,19,0
51,80030,RENT,2.7,MEDICAL,B,20213,20.73,0.08,N,15,0
20,61505,MORTGAGE,2.0,PERSONAL,D,31375,17.36,0.51,Y,20,0
27,48332,OTHER,2.6,EDUCATION,B,25850,5.43,0.46,N,4,0
64,100178,MORTGAGE,6.2,PERSONAL,F,5141,13.05,0.79,N,23,1
42,91325,MORTGAGE,2.6,VENTURE,A,6059,16.71,0.13,N,2,0
59,50268,OWN,6.1,VENTURE,A,34528,15.14,0.54,Y,24,0
31,101486,OWN,2.3,HOMEIMPROVEMENT,E,12131,20.02,0.39,N,25,0
31,40563,MORTGAGE,1.2,PERSONAL,D,2523,19.98,0.31,Y,8,0
34,51404,MORTGAGE,1.6,DEBTCONSOLIDATION,A,26156,16.06,0.66,N,21,0
60,70182,RENT,0.3,VENTURE,G,21154,5.79,0.67,N,8,0
38,47991,OTHER,2.8,EDUCATION,C,22217,,0.59,N,18,0
45,119601,RENT,0.6,HOMEIMPROVEMENT,F,33050,9.47,0.07,N,16,0
48,62663,OWN,6.7,DEBTCONSOLIDATION,C,3974,11.43,0.29,N,14,0
41,80886,OWN,2.2,MEDICAL,B,14671,16.39,0.04,N,25,0
59,98848,RENT,5.8,PERSONAL,B,3760,6.58,0.29,Y,27,1
40,39127,OTHER,12.4,VENTURE,B,6118,5.8,0.54,N,16,0
57,72692,MORTGAGE,7.6,DEBTCONSOLIDATION,C,34618,13.18,0.43,N,27,0
39,109389,RENT,12.1,EDUCATION,B,9785,19.53,0.58,N,4,1
48,52500,OWN,3.4,PERSONAL,A,8641,5.95,0.46,N,26,0
23,48785,OTHER,0.7,EDUCATION,B,28852,20.51,0.46,N,18,1
26,99146,OWN,11.0,HOMEIMPROVEMENT,A,24207,,0.42,N,17,1
47,104126,OTHER,8.1,VENTURE,E,22661,7.5,0.3,N,23,0
47,109979,OTHER,8.0,VENTURE,C,2354,15.5,0.37,N,2,0
23,62997,OTHER,4.7,HOMEIMPROVEMENT,D,19150,22.35,0.09,N,25,0
41,22170,RENT,3.9,EDUCATION,F,17444,15.06,0.69,N,15,0
31,28303,RENT,0.1,PERSONAL,C,8046,17.62,0.74,N,4,0
64,86743,RENT,,EDUCATION,G,7707,19.93,0.64,N,21,1
22,92852,OTHER,0.4,PERSONAL,B,29768,19.63,0.48,N,29,0
41,50187,OTHER,1.2,DEBTCONSOLIDATION,A,6986,6.7,0.47,N,23,0
63,80034,OWN,3.2,HOMEIMPROVEMENT,B,31722,18.59,0.39,N,5,0
21,86776,MORTGAGE,2.4,MEDICAL,B,29621,22.3,0.19,N,25,0
43,16893,RENT,0.1,PERSONAL,E,19267,17.87,0.32,Y,10,0
53,28753,OTHER,6.9,VENTURE,C,10517,20.29,0.82,N,22,0
46,53090,OWN,8.4,DEBTCONSOLIDATION,B,15594,14.04,0.12,N,2,0
60,79922,OWN,4.6,VENTURE,D,31736,11.08,0.45,Y,25,1
20,91768,OWN,3.1,DEBTCONSOLIDATION,C,8164,17.44,0.72,N,15,0
27,74412,RENT,12.9,VENTURE,A,30421,14.16,0.38,Y,14,0
42,71030,RENT,0.5,EDUCATION,C,30345,21.34,0.5,N,16,0
57,32509,MORTGAGE,5.4,EDUCATION,E,15073,22.74,0.69,N,19,0
25,83653,OWN,0.5,EDUCATION,D,2183,19.99,0.45,N,17,0
41,51929,RENT,1.9,DEBTCONSOLIDATION,C,9890,23.07,0.61,N,7,0
44,63291,OWN,3.5,DEBTCONSOLIDATION,B,34277,11.6,0.29,N,23,0
37,19042,OTHER,5.3,VENTURE,A,32277,21.34,0.61,N,17,0
36,77574,OWN,0.0,PERSONAL,B,29611,11.27,0.03,Y,12,0
31,52201,MORTGAGE,1.2,DEBTCONSOLIDATION,D,30480,7.5,0.13,N,8,0
25,107282,RENT,3.1,VENTURE,B,24308,16.46,0.53,N,29,0
45,29016,OTHER,3.0,PERSONAL,A,7726,13.5,0.37,N,10,0
46,40022,RENT,4.1,EDUCATION,F,22947,21.81,0.69,N,2,0
27,115962,OTHER,1.4,DEBTCONSOLIDATION,D,18426,14.16,0.28,Y,11,0
38,42938,OWN,3.1,MEDICAL,C,18121,21.91,0.64,N,29,1
61,58678,OWN,0.8,EDUCATION,A,11667,6.8,0.12,N,9,0
20,116248,MORTGAGE,0.8,HOMEIMPROVEMENT,A,6209,20.18,0.77,N,12,0
48,76720,MORTGAGE,3.4,PERSONAL,A,13740,18.91,0.35,N,6,0
64,71805,OTHER,4.6,MEDICAL,C,32646,18.22,0.19,N,7,0
54,89323,MORTGAGE,0.5,EDUCATION,A,8498,11.72,0.65,N,25,0
59,16986,MORTGAGE,0.5,DEBTCONSOLIDATION,D,11312,19.35,0.79,N,25,0
33,91478,MORTGAGE,3.3,MEDICAL,G,31601,14.0,0.76,N,13,0
54,97994,MORTGAGE,1.3,VENTURE,B,14728,18.13,0.2,N,12,0
64,27161,OWN,2.0,PERSONAL,B,25247,15.23,0.56,N,8,0
39,35689,MORTGAGE,2.0,HOMEIMPROVEMENT,D,30290,8.2,0.45,Y,8,0
32,109699,OWN,0.8,VENTURE,F,2382,6.55,0.6,N,13,0
57,75924,OWN,0.0,MEDICAL,E,19159,11.92,0.4,N,13,0
27,116311,RENT,7.7,EDUCATION,A,23758,22.0,0.39,Y,2,0
62,114273,OWN,5.0,PERSONAL,A,24386,14.83,0.73,Y,25,0
39,89308,OWN,4.7,DEBTCONSOLIDATION,D,31843,19.68,0.72,N,20,0
52,116128,MORTGAGE,3.2,HOMEIMPROVEMENT,C,18907,15.65,0.65,N,22,0
45,78745,OWN,4.8,EDUCATION,A,4450,22.45,0.59,N,5,0
58,16211,OTHER,11.0,HOMEIMPROVEMENT,C,4389,11.98,0.56,Y,27,0
40,15229,MORTGAGE,4.4,DEBTCONSOLIDATION,D,30910,6.42,0.05,N,20,0
61,63542,MORTGAGE,1.2,PERSONAL,A,29468,19.3,0.62,N,27,0
62,29345,MORTGAGE,3.4,MEDICAL,E,19476,17.96,0.53,N,22,0
60,116489,RENT,2.3,HOMEIMPROVEMENT,A,23516,14.79,0.25,N,20,0
28,46819,MORTGAGE,3.3,PERSONAL,D,9711,11.21,0.68,N,26,0
43,62779,OWN,2.9,HOMEIMPROVEMENT,C,23242,8.75,0.69,N,12,1
56,97421,OTHER,7.8,EDUCATION,B,24053,13.98,0.77,N,10,0
60,107244,MORTGAGE,4.2,HOMEIMPROVEMENT,D,29832,17.26,0.35,N,14,1
36,80584,MORTGAGE,0.8,EDUCATION,D,13589,15.7,0.46,N,23,0
43,34950,OTHER,0.3,EDUCATION,F,4936,13.19,0.75,N,20,0
40,30173,MORTGAGE,2.2,PERSONAL,B,17587,15.01,0.26,N,6,0
58,73032,RENT,0.1,VENTURE,C,25928,7.32,0.66,N,12,0
60,114273,OWN,1.5,DEBTCONSOLIDATION,C,8997,17.79,0.82,N,25,0
58,43036,OTHER,1.8,HOMEIMPROVEMENT,C,28654,18.47,0.54,N,26,0
32,86356,OTHER,1.9,MEDICAL,E,27009,5.6,0.82,N,4,0
30,29292,RENT,15.5,EDUCATION,A,34849,10.22,0.43,N,6,0
38,18052,OWN,1.4,VENTURE,B,4457,7.04,0.13,N,14,0
30,59377,RENT,1.2,EDUCATION,C,15413,23.17,0.15,Y,15,0
32,104317,OWN,0.6,VENTURE,A,10297,,0.61,N,14,0
64,82838,RENT,2.9,VENTURE,E,8031,13.69,0.0,Y,3,1
20,82819,MORTGAGE,0.7,MEDICAL,C,14325,13.64,0.55,N,3,0
59,30620,RENT,3.8,VENTURE,B,7411,22.57,0.13,N,19,0
63,45461,OTHER,0.7,MEDICAL,D,32816,17.15,0.82,N,29,0
38,35750,OTHER,3.4,PERSONAL,B,6231,8.4,0.14,N,7,1
31,113426,OTHER,7.0,EDUCATION,C,17779,13.38,0.46,N,20,0
27,103719,RENT,0.2,MEDICAL,A,24916,19.18,0.56,N,11,0
27,24472,OTHER,2.2,DEBTCONSOLIDATION,B,28500,12.94,0.68,N,22,0
64,84263,OTHER,2.5,EDUCATION,A,12545,10.91,0.38,N,9,0
31,72602,MORTGAGE,6.3,DEBTCONSOLIDATION,C,11166,23.04,0.78,N,6,0
52,40523,MORTGAGE,2.5,HOMEIMPROVEMENT,B,18745,22.05,0.4,N,3,0
64,45766,OWN,3.4,DEBTCONSOLIDATION,B,33066,22.16,0.21,N,7,0
45,118262,OWN,6.3,PERSONAL,B,27839,7.74,0.49,Y,19,0
58,81060,OWN,3.3,HOMEIMPROVEMENT,A,5352,9.57,0.55,Y,9,0
47,24079,RENT,1.8,HOMEIMPROVEMENT,E,16914,13.27,0.42,N,3,0
24,23399,OWN,0.4,VENTURE,A,14781,20.21,0.61,N,24,0
27,75726,RENT,5.2,DEBTCONSOLIDATION,E,28531,18.52,0.35,N,21,0
44,107906,RENT,8.2,VENTURE,C,17126,20.52,0.0,N,5,0
46,31532,OWN,14.0,DEBTCONSOLIDATION,C,23802,21.79,0.22,N,16,0
42,97357,OWN,10.4,HOMEIMPROVEMENT,B,30612,19.3,0.79,N,25,0
49,58162,RENT,6.4,VENTURE,F,6011,10.06,0.63,N,21,0
64,18749,MORTGAGE,4.1,EDUCATION,B,5168,10.48,0.16,N,25,0
42,26353,OTHER,6.1,DEBTCONSOLIDATION,C,6587,11.67,0.06,N,10,0
39,43477,OTHER,2.3,DEBTCONSOLIDATION,G,7515,10.79,0.29,N,25,0
37,39570,OTHER,3.6,VENTURE,E,31919,9.83,0.69,N,21,0
37,101373,MORTGAGE,1.7,DEBTCONSOLIDATION,C,31814,18.79,0.09,Y,22,0
21,26437,RENT,1.6,HOMEIMPROVEMENT,G,12114,6.01,0.45,N,7,0
23,53104,OWN,5.7,VENTURE,D,4503,18.37,0.23,N,10,0
49,78370,RENT,2.4,VENTURE,A,26735,20.06,0.6,N,14,1
52,19551,RENT,1.0,MEDICAL,B,33866,6.58,0.0,Y,6,0
55,83359,OWN,0.9,MEDICAL,B,33337,6.5,0.23,N,15,1
37,69880,MORTGAGE,7.8,HOMEIMPROVEMENT,B,8639,10.48,0.56,N,15,0
56,27916,OTHER,4.5,EDUCATION,D,10085,9.11,0.45,N,19,0
38,95703,OTHER,3.2,DEBTCONSOLIDATION,C,4159,15.74,0.65,N,8,0
47,56445,RENT,2.0,PERSONAL,A,26725,17.42,0.13,N,7,0
59,62636,MORTGAGE,2.3,DEBTCONSOLIDATION,E,6134,16.69,0.44,Y,28,1
39,88927,OTHER,0.2,PERSONAL,B,4182,11.76,0.16,N,13,0
52,93194,MORTGAGE,2.4,HOMEIMPROVEMENT,G,5062,14.27,0.53,N,15,1
31,44685,OWN,6.3,EDUCATION,F,5152,16.79,0.11,N,20,0
34,66134,RENT,2.0,EDUCATION,F,21815,7.53,0.12,N,17,0
60,103916,RENT,1.9,EDUCATION,D,10002,9.49,0.27,N,25,1
58,109455,MORTGAGE,0.1,MEDICAL,A,5213,21.25,0.33,N,20,0
21,82847,OTHER,2.4,HOMEIMPROVEMENT,C,5913,11.49,0.41,N,11,0
48,54993,MORTGAGE,0.1,PERSONAL,A,22484,,0.48,N,12,0
60,59333,OWN,3.4,EDUCATION,B,20987,9.87,0.39,N,5,0
29,73865,OTHER,2.8,HOMEIMPROVEMENT,C,2575,6.14,0.04,N,26,0
21,94096,OTHER,7.3,DEBTCONSOLIDATION,A,34050,14.31,0.29,N,21,0
30,64756,MORTGAGE,3.5,PERSONAL,F,20690,21.29,0.05,N,3,0
32,76192,OWN,1.6,MEDICAL,E,32763,19.98,0.1,N,10,0
29,75686,OTHER,2.9,VENTURE,B,12409,9.9,0.08,N,11,0
33,63733,RENT,,PERSONAL,C,29712,21.6,0.13,N,9,1
37,119089,OWN,0.4,DEBTCONSOLIDATION,B,15462,13.94,0.67,N,5,1
28,40993,OTHER,3.9,PERSONAL,E,16353,6.27,0.52,N,14,0
58,45492,MORTGAGE,9.9,PERSONAL,C,14875,5.9,0.42,N,28,0
47,35981,OTHER,1.4,VENTURE,B,2609,14.04,0.61,N,7,1
22,39143,RENT,3.9,EDUCATION,B,1820,,0.8,N,7,0
39,92603,OWN,6.9,DEBTCONSOLIDATION,B,16487,6.82,0.35,Y,28,1
25,104452,OTHER,2.9,VENTURE,F,4199,21.82,0.3,N,3,0
46,75277,RENT,5.1,PERSONAL,A,28709,18.18,0.81,Y,10,0
21,64990,OTHER,1.5,DEBTCONSOLIDATION,A,23047,19.66,0.64,N,7,0
48,77888,OTHER,1.5,MEDICAL,E,23439,15.8,0.65,Y,6,1
57,84351,OWN,4.4,PERSONAL,E,14702,17.21,0.5,Y,3,0
22,112372,MORTGAGE,4.9,MEDICAL,E,29720,12.3,0.42,N,15,1
35,64999,MORTGAGE,11.1,HOMEIMPROVEMENT,C,22262,17.49,0.46,Y,11,0
49,118013,RENT,1.0,MEDICAL,C,9296,22.81,0.54,N,16,0
59,117811,RENT,2.5,PERSONAL,C,2222,16.93,0.31,N,18,0
21,119879,RENT,1.2,VENTURE,A,12174,11.48,0.65,N,8,0
36,85309,OWN,,PERSONAL,C,3312,10.48,0.75,N,21,1
60,27446,MORTGAGE,2.1,PERSONAL,A,2778,22.55,0.47,N,12,0
31,45733,RENT,1.9,HOMEIMPROVEMENT,B,4123,8.69,0.32,N,14,0
54,91000,RENT,1.3,EDUCATION,F,7030,19.75,0.58,N,24,0
62,63632,OTHER,1.4,PERSONAL,B,16487,13.68,0.15,N,22,0
20,36576,OTHER,1.8,HOMEIMPROVEMENT,F,1424,13.3,0.8,N,18,0
64,18320,RENT,18.0,VENTURE,B,20046,18.71,0.55,N,6,0
34,25750,OTHER,6.1,HOMEIMPROVEMENT,B,12770,8.04,0.06,Y,13,0
45,118002,OTHER,0.3,HOMEIMPROVEMENT,C,19453,13.7,0.44,Y,5,0
56,68463,OTHER,8.2,MEDICAL,D,23856,6.04,0.62,N,2,1
40,41572,OWN,4.0,EDUCATION,C,5078,17.33,0.23,N,11,0
50,32948,RENT,8.9,EDUCATION,E,4962,6.44,0.04,N,3,0
44,53826,RENT,1.7,DEBTCONSOLIDATION,A,1388,6.95,0.41,N,14,0
42,104051,OTHER,2.5,VENTURE,E,22832,20.44,0.69,N,14,0
43,42867,OWN,9.1,DEBTCONSOLIDATION,A,20362,13.28,0.21,N,26,0
57,75231,OTHER,1.3,HOMEIMPROVEMENT,E,20473,8.98,0.6,Y,13,1
47,81262,OWN,9.9,VENTURE,B,2223,15.95,0.34,Y,2,1
40,106356,RENT,7.1,VENTURE,D,23910,14.64,0.05,N,11,0
62,87233,OTHER,15.8,EDUCATION,C,9102,12.71,0.25,N,21,0
37,59678,RENT,1.6,EDUCATION,A,19114,21.52,0.26,N,25,0
55,27963,OWN,1.1,EDUCATION,E,18944,18.74,0.75,N,6,0
54,79360,MORTGAGE,1.6,PERSONAL,A,3113,8.1,0.81,Y,11,0
64,64434,OWN,12.4,HOMEIMPROVEMENT,A,23582,15.56,0.17,N,8,0
28,81617,MORTGAGE,1.6,VENTURE,D,16480,6.98,0.36,N,16,0
57,35269,RENT,3.3,HOMEIMPROVEMENT,A,1177,9.75,0.81,Y,28,0
49,91312,RENT,2.1,VENTURE,A,11602,21.6,0.34,N,19,0
63,112352,OTHER,2.0,VENTURE,C,3504,13.63,0.29,N,21,1
53,94732,MORTGAGE,0.9,DEBTCONSOLIDATION,D,9486,21.28,0.09,N,5,0
51,96494,OWN,3.1,VENTURE,A,33996,8.35,0.63,N,2,0
22,103905,RENT,7.6,VENTURE,C,26769,9.06,0.37,N,29,1
22,92225,MORTGAGE,0.2,MEDICAL,D,14673,11.68,0.53,N,9,0
47,97867,OWN,8.8,MEDICAL,E,21618,11.92,0.42,N,12,0
63,52528,MORTGAGE,4.4,DEBTCONSOLIDATION,F,33458,18.67,0.14,N,4,0
34,93972,OWN,3.8,PERSONAL,D,14589,16.07,0.15,N,29,0
60,80602,OWN,3.9,EDUCATION,C,20750,15.25,0.78,N,13,0
